,Title,Date Published,Peer Review,DOI,Author,Keywords,Methodology,References,Journal,Volume,Issue,Pages
2175699069.xml,"Does personality become more stable with age? Disentangling state and trait effects for the big five across the life span using local structural equation modeling
",2019-04-01,True,10.1037/pspp0000203,"['Wagner, Jenny', 'Lüdtke, Oliver', 'Robitzsch, Alexander']","['personality traits', 'GSOEP and HILDA', 'trait– state-occasion model', 'local structural equation modeling', 'life span stability']","['Empirical Study', 'Longitudinal Study', 'Mathematical Model', 'Quantitative Study']",48.0,Journal of Personality and Social Psychology,116.0,4.0,666-680
614383951.xml,"Happiness and Health: Environmental and Genetic Contributions to the Relationship Between Subjective Well-Being, Perceived Health, and Somatic Illness
",2003-12-01,True,10.1037/0022-3514.85.6.1136,"['Røysamb, Espen', 'Tambs, Kristian', 'Reichborn-Kjennerud, Ted', 'Neale, Michael C.', 'Harris, Jennifer R.']","['genetic factors', 'environmental factors', 'subjective well-being', 'self rating', 'perceived health', 'somatic illness', 'musculoskeletal pain', 'allergy', 'twins', 'sex differences']",['Empirical Study'],66.0,Journal of Personality and Social Psychology,85.0,6.0,1136-1146
614334097.xml,"The fantasy-prone person: Hypnosis, imagination, and creativity
",1986-08-01,True,10.1037/0022-3514.51.2.404,"['Lynn, Steven J.', 'Rhue, Judith W.']","['characteristics of fantasy prone personality, fantasy prone vs medium fantasy prone vs non-fantasy prone college students']",['Empirical Study'],47.0,Journal of Personality and Social Psychology,51.0,2.0,404-408
614370584.xml,"The police officer's dilemma: Using ethnicity to disambiguate potentially threatening individuals
",2002-12-01,True,10.1037/0022-3514.83.6.1314,"['Correll, Joshua', 'Park, Bernadette', 'Judd, Charles M.', 'Wittenbrink, Bernd']","['ethnicity', ""shoot/don't shoot decisions"", 'African Americans', 'Whites', 'police officers']",['Empirical Study'],56.0,Journal of Personality and Social Psychology,83.0,6.0,1314-1329
614306220.xml,"Recording and recall of personal events: Effects on cognitions and behavior
",1986-08-01,True,10.1037/0022-3514.51.2.347,"['Sarason, Irwin G.', 'Potter, Earl H.', 'Sarason, Barbara R.']","['recall & recording of positive events, positive affect & coping effectiveness, college students & Coast Guard Academy cadets']",['Empirical Study'],43.0,Journal of Personality and Social Psychology,51.0,2.0,347-356
614311091.xml,"Inhibitory effect of schematic processing on perceptual encoding
",1993-06-01,True,10.1037/0022-3514.64.6.921,"['von Hippel, William', 'Jonides, John', 'Hilton, James L.', 'Narayan, Sowmya']","['schemata, selective attention & recall & inhibition of perceptual encoding, college students']",['Empirical Study'],65.0,Journal of Personality and Social Psychology,64.0,6.0,921-935
614298996.xml,"Psychological androgyny and the Masculinity × Femininity interaction
",1985-08-01,True,10.1037/0022-3514.49.2.429,"['Hall, Judith A.', 'Taylor, Marylee C.']",['statistical procedure in additive vs balance vs emergent properties models of masculinity/femininity interaction & psychological androgyny'],[],16.0,Journal of Personality and Social Psychology,49.0,2.0,429-435
614364826.xml,"Pancultural self-enhancement
",2003-01-01,True,10.1037/0022-3514.84.1.60,"['Sedikides, Constantine', 'Gaertner, Lowell', 'Toguchi, Yoshiyasu']","['self-enhancement', 'collectivism', 'individualism', 'cross cultural differences', 'positive self-regard']",['Empirical Study'],216.0,Journal of Personality and Social Psychology,84.0,1.0,60-79
614331434.xml,"Amount of information about the attitude object and attitude–behavior consistency
",1985-11-01,True,10.1037/0022-3514.49.5.1184,"['Davidson, Andrew R.', 'Yantis, Steven', 'Norwood, Marel', 'Montano, Daniel E.']","['amount of information about attitude objects, consistency with voting behavior & having influenza vaccination, college students & 27–92 yr old veterans, longitudinal studies']","['Empirical Study', 'Longitudinal Study']",52.0,Journal of Personality and Social Psychology,49.0,5.0,1184-1198
614369802.xml,"Self-esteem and the quest for felt security: How perceived regard regulates attachment processes
",2000-03-01,True,10.1037/0022-3514.78.3.478,"['Murray, Sandra L.', 'Holmes, John G.', 'Griffin, Dale W.']","[""self esteem, confidence in partner's regard critical for satisfying attachments, dating & married couples""]",['Empirical Study'],58.0,Journal of Personality and Social Psychology,78.0,3.0,478-498
614307859.xml,"Empathic embarrassment: Situational and personal determinants of reactions to the embarrassment of another
",1987-12-01,True,10.1037/0022-3514.53.6.1061,"['Miller, Rowland S.']","['prior interaction & cooperative vs competitive vs independent traits, reactions to embarrassment of another, empathetic vs nonempathetic Os']",['Empirical Study'],22.0,Journal of Personality and Social Psychology,53.0,6.0,1061-1069
614327444.xml,"Social support and undermining in close relationships: Their independent effects on the mental health of unemployed persons
",1993-08-01,True,10.1037/0022-3514.65.2.350,"['Vinokur, Amiram D.', 'Van Ryn, Michelle']","['social support vs undermining in close relationships, mental health, unemployed adults, 4 mo study']","['Empirical Study', 'Longitudinal Study']",44.0,Journal of Personality and Social Psychology,65.0,2.0,350-359
614307575.xml,"Social stereotypes and information-processing strategies: The impact of task complexity
",1987-05-01,True,10.1037/0022-3514.52.5.871,"['Bodenhausen, Galen V.', 'Lichtenstein, Meryl']","['ethnicity & task complexity, utilization of stereotype-consistent vs -inconsistent information in attributions of guilt & aggressiveness, college students']",['Empirical Study'],41.0,Journal of Personality and Social Psychology,52.0,5.0,871-880
614484813.xml,"Substance and artifact in the higher-order factors of the Big Five
",2008-08-01,True,10.1037/0022-3514.95.2.442,"['McCrae, Robert R.', 'Yamagata, Shinji', 'Jang, Kerry L.', 'Riemann, Rainer', 'Ando, Juko', 'Ono, Yutaka', 'Angleitner, Alois', 'Spinath, Frank M.']","['Big Five', 'five-factor model', 'behavior genetics', 'cross-observer', 'cross-cultural']","['Empirical Study', 'Quantitative Study']",55.0,Journal of Personality and Social Psychology,95.0,2.0,442-455
614327487.xml,"Approach and avoidance achievement goals and intrinsic motivation: A mediational analysis
",1996-03-01,True,10.1037/0022-3514.70.3.461,"['Elliot, Andrew J.', 'Harackiewicz, Judith M.']","['failure avoidance vs competence attainment goals & intrinsic motivation, college students']",['Empirical Study'],79.0,Journal of Personality and Social Psychology,70.0,3.0,461-475
1533051400.xml,"The consistency principle in interpersonal communication: Consequences of preference confirmation and disconfirmation in collective decision making
",2014-06-01,True,10.1037/a0036338,"['Mojzisch, Andreas', 'Kerschreiter, Rudolf', 'Faulmüller, Nadira', 'Vogelgesang, Frank', 'Schulz-Hardt, Stefan']","['group decision making', 'group discussion', 'interpersonal cognitive consistency', 'mutual enhancement', 'preference-consistent evaluation of information', 'interpersonal communication']","['Empirical Study', 'Quantitative Study']",42.0,Journal of Personality and Social Psychology,106.0,6.0,961-977
614401777.xml,"Interoceptive Sensitivity and Self-Reports of Emotional Experience
",2004-11-01,True,10.1037/0022-3514.87.5.684,"['Barrett, Lisa Feldman', 'Quigley, Karen S.', 'Bliss-Moreau, Eliza', 'Aronson, Keith R.']","['activiation feelings', 'deactivation feelings', 'experienced emotion', 'arousal focus', 'interoceptive sensitivity', 'heartbeat detection', 'language effects', 'self-reported emotion']","['Empirical Study', 'Quantitative Study']",103.0,Journal of Personality and Social Psychology,87.0,5.0,684-697
745195741.xml,"The implicit power motive and sociosexuality in men and women: Pancultural effects of responsibility
",2010-08-01,True,10.1037/a0020053,"['Hofer, Jan', 'Busch, Holger', 'Bond, Michael Harris', 'Campos, Domingo', 'Li, Ming', 'Law, Ruby']","['culture', 'need for power', 'responsibility', 'sociosexuality', 'traits', 'human sex differences']","['Empirical Study', 'Quantitative Study']",94.0,Journal of Personality and Social Psychology,99.0,2.0,380-394
875066461.xml,"Friends with benefits: On the positive consequences of pet ownership
",2011-12-01,True,10.1037/a0024506,"['McConnell, Allen R.', 'Brown, Christina M.', 'Shoda, Tonya M.', 'Stayton, Laura E.', 'Martin, Colleen E.']","['pets', 'relationships', 'social support', 'the self', 'well-being']","['Empirical Study', 'Quantitative Study']",64.0,Journal of Personality and Social Psychology,101.0,6.0,1239-1252
614388947.xml,"Decreased Latent Inhibition Is Associated With Increased Creative Achievement in High-Functioning Individuals
",2003-09-01,True,10.1037/0022-3514.85.3.499,"['Carson, Shelley H.', 'Peterson, Jordan B.', 'Higgins, Daniel M.']","['creative achievement', 'high IQ', 'latent inhibition']","['Empirical Study', 'Meta Analysis', 'Quantitative Study']",37.0,Journal of Personality and Social Psychology,85.0,3.0,499-506
614331105.xml,"The self-serving bias in relational context
",1998-02-01,True,10.1037/0022-3514.74.2.378,"['Sedikides, Constantine', 'Campbell, W. Keith', 'Reeder, Glenn D.', 'Elliot, Andrew J.']","['self serving bias in perceptions of dyadic failure vs success, relationally distant vs close college student dyads']",['Empirical Study'],38.0,Journal of Personality and Social Psychology,74.0,2.0,378-386
873314447.xml,"What we think we do (to each other): How personality can bias behavior schemas through the projection of if–then profiles
",2011-10-01,True,10.1037/a0023639,"['Kammrath, Lara K.']","['expectancies', 'if–then profiles', 'interpersonal behavior', 'personality', 'behavior schemas']","['Empirical Study', 'Quantitative Study']",67.0,Journal of Personality and Social Psychology,101.0,4.0,754-770
614381687.xml,"Dispositional pessimism predicts illness-related disruption of social and recreational activities among breast cancer patients
",2003-04-01,True,10.1037/0022-3514.84.4.813,"['Carver, Charles S.', 'Lehman, Jessica M.', 'Antoni, Michael H.']","['recreational activities', 'dispositional pessimism', 'emotional distress', 'social activities', 'disruption', 'breast cancer patients', 'fatigue', 'withdrawal']","['Empirical Study', 'Longitudinal Study']",60.0,Journal of Personality and Social Psychology,84.0,4.0,813-821
614307977.xml,"Linking person and context in the daily stress process
",1987-01-01,True,10.1037/0022-3514.52.1.184,"['Caspi, Avshalom', 'Bolger, Niall', 'Eckenrode, John']","['neighborhood quality & major life events & social supports, impact of stressful daily events on mood, females with children in urban community']",['Empirical Study'],56.0,Journal of Personality and Social Psychology,52.0,1.0,184-195
1727655525.xml,"Sexual arousal and masculinity-femininity of women
",2016-08-01,True,10.1037/pspp0000077,"['Rieger, Gerulf', 'Savin-Williams, Ritch C.', 'Chivers, Meredith L.', 'Bailey, J. Michael']","['masculinity-femininity', 'sexual orientation', 'sexual arousal', 'sex-typed behavior']","['Empirical Study', 'Quantitative Study']",105.0,Journal of Personality and Social Psychology,111.0,2.0,265-283
614475184.xml,"""Perceiving unfairness in the family: Cause or consequence of marital distress?"": Correction to Grote and Clark (2001)
",2001-03-01,True,10.1037/h0087888,"['Grote, Nancy K.', 'Clark, Margaret S.']","['satisfaction with or perceived unfairness in division of labor & other aspects of marital relationship as a cause of vs consequence of marital distress', 'spouses across transition to first parenthood']",[],,Journal of Personality and Social Psychology,80.0,3.0,362
1023291597.xml,"Circumventing resistance: Using values to indirectly change attitudes
",2012-10-01,True,10.1037/a0029226,"['Blankenship, Kevin L.', 'Wegener, Duane T.', 'Murray, Renee A.']","['indirect attitude change', 'indirect influence', 'persuasion', 'values']","['Empirical Study', 'Quantitative Study']",60.0,Journal of Personality and Social Psychology,103.0,4.0,606-621
614372020.xml,"Structure and development of social schemata: Evidence from positive and negative transfer effects
",1985-04-01,True,10.1037/0022-3514.48.4.839,"['Fiske, Susan T.', 'Dyer, Linda M.']","[""level of schema development, generalizability to meaningful social stimuli, college students, support for B. Hayes-Roth's theory of structure & development of social schemata""]",['Empirical Study'],41.0,Journal of Personality and Social Psychology,48.0,4.0,839-852
921564462.xml,"Overperceiving disease cues: The basic cognition of the behavioral immune system
",2012-06-01,True,10.1037/a0027198,"['Miller, Saul L.', 'Maner, Jon K.']","['categorization', 'disease avoidance', 'error management', 'memory', 'signal detection', 'disease cues', 'cognition', 'behavioral immune system']","['Empirical Study', 'Quantitative Study']",60.0,Journal of Personality and Social Psychology,102.0,6.0,1198-1213
851480633.xml,"The interplay of controlled and automatic processing in the expression of spontaneously inferred traits: A PDP analysis
",2011-02-01,True,10.1037/a0021991,"['McCarthy, Randy J.', 'Skowronski, John J.']","['impression formation', 'process dissociation procedure', 'spontaneous trait inferences']","['Empirical Study', 'Quantitative Study']",30.0,Journal of Personality and Social Psychology,100.0,2.0,229-240
614508901.xml,"For better or worse? Coregulation of couples’ cortisol levels and mood states
",2010-01-01,True,10.1037/a0016959,"['Saxbe, Darby', 'Repetti, Rena L.']","['dyadic processes', 'marital satisfaction', 'hypothalamic-pituitary-adrenal (HPA) axis', 'emotion transmission', 'coregulation']","['Empirical Study', 'Quantitative Study']",50.0,Journal of Personality and Social Psychology,98.0,1.0,92-103
